label,R1,countsOFF_R1,countsON_R1,R2,countsOFF_R2,countsON_R2,Avg,Standard Error
HHV-Hits_P03206_004,0.7843519283003773,2309.0,1556.0,0.2737373374397998,2962,2348,0.5290446328700885,0.25530729543028874
HHV-Hits_P03206_015,0.7132252267587477,743.0,526.0,0.7816136286410583,983,548,0.747419427699903,0.03419420094115533
HHV-Hits_P03206_016,1.2935583253581877,1018.0,482.0,1.3223846705554083,1370,525,1.307971497956798,0.0144131725986103
HHV-Hits_P03209_052,0.3272735413779513,1842.0,1704.0,0.154118491974277,2234,1924,0.24069601667611412,0.08657752470183713
HHV-Hits_P03209_053,-0.7258496108311746,1181.0,2267.0,-0.250936349307906,1567,1787,-0.4883929800695403,0.2374566307616343
HHV-Hits_P03209_054,-1.7309677710670537,2316.0,8923.0,-0.8909525629107958,3612,6419,-1.3109601669889248,0.42000760407812887
HHV-Hits_P03210_017,0.5273756091292373,3148.0,2535.0,0.2257098646544388,3879,3179,0.37654273689183804,0.15083287223739925
HHV-Hits_P03211_041,0.9621597451324874,235.0,140.0,0.2075677914532945,341,283,0.5848637682928909,0.37729597683959637
HHV-Hits_P03211_043,0.7548545626191063,205.0,141.0,0.3439854345061287,298,225,0.5494199985626175,0.20543456405648883
HHV-Hits_P03218_004,1.0256169038795615,1840.0,1049.0,0.587109261783178,2367,1510,0.8063630828313697,0.21925382104819172
HHV-Hits_P03220_005,0.2561124500436053,1741.0,1692.0,0.4138251606702018,2537,1825,0.33496880535690354,0.07885635531329825
HHV-Hits_P03220_006,-0.2488230982396215,910.0,1255.0,-0.1612276738691883,1326,1421,-0.2050253860544049,0.04379771218521661
HHV-Hits_P03222_041,0.714568561616818,1387.0,981.0,0.2559039373098662,1636,1313,0.4852362494633421,0.22933231215347588
HHV-Hits_P03222_042,0.4555719895953877,1087.0,920.0,0.0393155465651406,1483,1383,0.24744376808026414,0.20812822151512353
HHV-Hits_P03222_043,0.3965651433337577,1082.0,954.0,0.4041227097302222,1483,1074,0.4003439265319899,0.003778783198232244
HHV-Hits_P03222_044,0.554953326246074,762.0,602.0,0.3786216911069469,1126,830,0.4667875086765104,0.08816581756956353
HHV-Hits_P03224_002,0.2429843695651977,1921.0,1884.0,0.2335030263818203,2618,2134,0.238243697973509,0.004740671591688699
HHV-Hits_P03224_003,-0.3098139356826137,905.0,1302.0,-0.0655238833741824,1398,1402,-0.18766890952839804,0.12214502615421563
HHV-Hits_P03224_005,0.1426697264709434,993.0,1044.0,0.633984595675811,1425,880,0.38832716107337717,0.2456574346024338
HHV-Hits_P03224_006,0.4940646374423852,1063.0,876.0,0.27687840555581,1464,1158,0.3854715214990976,0.1085931159432876
HHV-Hits_P03226_071,0.6777115375191771,1884.0,1367.0,0.1948740718493574,2513,2104,0.43629280468426723,0.24141873283490983
HHV-Hits_P03226_084,0.5159145727074534,2565.0,2082.0,0.2730985295285834,3083,2445,0.3945065511180184,0.12140802158943503
HHV-Hits_P03227_010,0.313194430593522,1382.0,1291.0,0.0239989599291453,1879,1771,0.16859669526133364,0.14459773533218834
HHV-Hits_P03234_031,0.8943701910386268,1893.0,1182.0,0.2117028156438339,2789,2308,0.5530365033412303,0.34133368769739647
HHV-Hits_P03234_032,-0.1079250136825964,1563.0,1955.0,0.107610830216389,2569,2285,-0.00015709173310370084,0.1077679219494927
HHV-Hits_P03234_033,0.5039392879270813,1625.0,1330.0,0.1901368722569686,2325,1953,0.34703808009202497,0.15690120783505634
HHV-Hits_P03234_034,0.3232417396667272,1189.0,1103.0,0.1912555610489399,1413,1186,0.25724865035783356,0.06599308930889365
HHV-Hits_P03234_041,0.6924797989114061,731.0,525.0,0.277727537087622,907,717,0.48510366799951404,0.20737613091189203
HHV-Hits_P03235_010,0.8866165951719283,1534.0,963.0,0.6160469505320041,1852,1158,0.7513317728519662,0.13528482231996208
HHV-Hits_P04291_009,0.5564696981391348,759.0,599.0,0.3517055774414486,996,748,0.4540876377902917,0.10238206034884312
HHV-Hits_P04294_051,0.4984856186776465,538.0,442.0,-0.2271023103195829,608,682,0.1356916541790318,0.3627939644986146
HHV-Hits_P04296_013,-0.0008028755429832,1705.0,1980.0,0.2686400158381381,2318,1844,0.13391857014757746,0.13472144569056066
HHV-Hits_P04296_014,0.1677287128730396,1714.0,1771.0,0.2073635474037724,2371,1968,0.187546130138406,0.019817417265366413
HHV-Hits_P04296_015,0.7485321805048147,1090.0,753.0,0.146773483931111,1481,1282,0.44765283221796287,0.3008793482868518
HHV-Hits_P04296_042,0.4676269917088914,1419.0,1191.0,0.8642270795884909,1947,1025,0.6659270356486912,0.19830004393979972
HHV-Hits_P04296_108,-1.1557054709505898,466.0,1205.0,-0.9018131378583336,678,1214,-1.0287593044044616,0.1269461665461281
HHV-Hits_P04296_109,-1.823437389422676,770.0,3163.0,-1.3462379655648675,1111,2707,-1.5848376774937718,0.23859971192890425
HHV-Hits_P04296_110,0.7895681309696861,1184.0,795.0,0.6275038162849133,1604,995,0.7085359736272997,0.08103215734238643
HHV-Hits_P04413_028,0.7655204442426822,2074.0,1416.0,-0.0315313651568579,2684,2629,0.3669945395429121,0.39852590469977
HHV-Hits_P04413_029,0.3967249172430579,1647.0,1452.0,0.4494191432296551,2304,1617,0.42307203023635653,0.026347112993298588
HHV-Hits_P04413_030,0.8595766596949805,3405.0,2178.0,0.5894643855930953,4255,2710,0.7245205226440379,0.13505613705094258
HHV-Hits_P04485_008,1.3073898631314254,1192.0,559.0,-0.0909637182921325,1111,1134,0.6082130724196464,0.6991767907117789
HHV-Hits_P04485_009,0.6530469279043389,630.0,465.0,-0.3516983805772471,830,1015,0.1506742736635459,0.502372654240793
HHV-Hits_P04485_011,0.2560896647436109,711.0,691.0,-0.0859520340681674,874,889,0.08506881533772175,0.17102084940588913
HHV-Hits_P06024_007,0.7959166825047085,1451.0,970.0,0.3868913717109556,1887,1383,0.591404027107832,0.2045126553968764
HHV-Hits_P06024_008,0.6992050660286127,1508.0,1078.0,0.4016349611952635,1803,1308,0.550420013611938,0.14878505241667458
HHV-Hits_P06024_009,0.3478362279619101,784.0,715.0,0.4111426321690194,1271,916,0.37948943006546476,0.031653202103554656
HHV-Hits_P06434_001,0.7241342694798318,1994.0,1401.0,0.7040201454764385,2560,1506,0.7140772074781352,0.010057062001696648
HHV-Hits_P06437_001,0.3118064928395674,1047.0,979.0,0.324606555928316,1312,1004,0.3182065243839417,0.006400031544374295
HHV-Hits_P06437_009,0.2232570901044082,521.0,518.0,-0.1567637508618556,600,641,0.0332466696212763,0.19001042048313185
HHV-Hits_P06437_010,0.8133715455972322,1290.0,852.0,0.3493482461367499,1792,1348,0.5813598958669911,0.2320116497302411
HHV-Hits_P06437_011,0.8459847308230641,954.0,616.0,-0.1200390818733376,1350,1406,0.3629728244748633,0.48301190634820085
HHV-Hits_P06437_068,0.1103833357329082,1956.0,2103.0,0.2556698044656006,2595,2083,0.1830265700992544,0.07264323436634619
HHV-Hits_P06491_026,0.6055234919427551,1834.0,1399.0,0.4727286933701857,2175,1502,0.5391260926564704,0.06639739928628471
HHV-Hits_P06491_029,0.5816824765956966,1479.0,1147.0,0.4816218168663627,2085,1431,0.5316521467310297,0.050030329864666954
HHV-Hits_P06491_048,0.2949571494496648,593.0,561.0,0.4625432642174913,706,491,0.3787502068335781,0.08379305738391325
HHV-Hits_P06491_075,0.6545277121328742,849.0,626.0,0.581486800839938,1118,716,0.6180072564864061,0.03652045564646811
HHV-Hits_P06491_090,0.6498402599857025,2363.0,1748.0,0.2731025462756415,2938,2330,0.46147140313067203,0.18836885685503046
HHV-Hits_P06491_091,0.7684362288285967,1588.0,1082.0,0.3598810473707466,1852,1383,0.5641586380996717,0.20427759072892507
HHV-Hits_P06491_092,0.5605419138338181,2840.0,2235.0,0.416384112485859,3352,2407,0.48846301315983853,0.07207890067397957
HHV-Hits_P06491_093,-0.0288540332413946,1320.0,1563.0,0.2514933719632719,1831,1474,0.11131966936093864,0.14017370260233325
HHV-Hits_P06492_001,0.3792597108682237,2350.0,2097.0,0.3759529039203963,2975,2197,0.37760630739431,0.0016534034739136838
HHV-Hits_P06492_008,0.1795496358288113,2699.0,2766.0,0.2790127227771581,3554,2807,0.2292811793029847,0.04973154347417339
HHV-Hits_P06492_038,-2.723587475339196,728.0,5581.0,-2.031349070360278,861,3373,-2.377468272849737,0.346119202489459
HHV-Hits_P06492_039,-1.7361645840065998,765.0,2958.0,-1.6493262011419347,811,2438,-1.6927453925742673,0.04341919143233253
HHV-Hits_P06492_040,-2.296793055046108,936.0,5338.0,-1.6117182526532607,1180,3456,-1.9542556538496845,0.3425374011964237
HHV-Hits_P06492_041,-2.9325224697089847,230.0,2038.0,-2.7177490286969173,322,2030,-2.8251357492029507,0.10738672050603369
HHV-Hits_P06492_042,-3.616590109795949,258.0,3673.0,-2.935871012655137,369,2706,-3.2762305612255433,0.34035954857040607
HHV-Hits_P06725_023,0.7601252829952004,1163.0,797.0,0.4302935730692561,1430,1017,0.5952094280322282,0.16491585496297215
HHV-Hits_P06726_006,0.2555678000098,612.0,595.0,0.2994798344929429,976,760,0.27752381725137143,0.02195601724157145
HHV-Hits_P06726_039,0.8418655114147754,1081.0,700.0,0.0843787316971374,1311,1185,0.4631221215559564,0.378743389858819
HHV-Hits_P06726_040,0.979136245869542,980.0,577.0,0.6906129382101663,1317,782,0.8348745920398541,0.14426165382968778
HHV-Hits_P06726_041,0.4963387506611023,711.0,585.0,0.714457174389367,1178,688,0.6053979625252346,0.10905921186413232
HHV-Hits_P06763_007,0.3772412833936417,780.0,697.0,0.4138350043166172,1044,751,0.3955381438551294,0.018296860461487735
HHV-Hits_P06763_008,1.0287070067294914,675.0,384.0,0.3303282310477791,614,468,0.6795176188886353,0.3491893878408562
HHV-Hits_P06763_009,0.1937870484543036,813.0,825.0,0.1696423968503614,1115,950,0.18171472265233252,0.01207232580197111
HHV-Hits_P06763_010,0.5000025532586261,1662.0,1364.0,0.4959643365752081,2356,1601,0.4979834449169171,0.002019108341708986
HHV-Hits_P07645_030,0.9127771335723132,1601.0,987.0,0.7274082510957606,2087,1208,0.8200926923340368,0.09268444123827628
HHV-Hits_P08318_026,0.1211037931559331,2783.0,2970.0,0.4462062182061095,3867,2720,0.2836550056810213,0.16255121252508817
HHV-Hits_P08355_026,-0.045682223959372,1091.0,1307.0,0.2159055802727842,1544,1274,0.0851116781567061,0.13079390211607808
